pwsid,gw_af,year,name
CA4901275,0,2014,CORNERSTONE SONOMA
CA4900513,7.23043680227,2014,MADRONE MUTUAL WATER COMPANY
CA4900533,4.18766612506,2014,MORTON'S WARM SPRINGS / SONOMA SPRINGS
CA4900675,8.857737207,2014,ROSELAND MOBILE HOME PARK
CA4900949,0.06293372723,2014,SAINTS PETER & PAUL RUSSIAN CHURCH
CA4900901,40.58907469331,2014,SOBRE VISTA WATER COMPANY
CA4900723,26.24514728,2014,SHAMROCK MOBILE HOME PARK
CA4900548,49.010173300000005,2014,HOLLAND HEIGHTS MUTUAL WATER COMPANY
CA4900673,10.741115,2014,ATHENA TERRACE MUTUAL WATER COMPANY
CA4900728,4.79974396,2014,EVERGREEN MOBILE ESTATES
CA4900795,29.42758621,2014,STONEGATE MOBILE HOME PARK
CA4901232,15.771639488,2014,LA CREMA WINERY
CA4900913,10.757380117,2014,ROBIN WAY WATER SYSTEM
CA4900797,9.7482063294,2014,NORTH STAR MOBILE HOME PARK
CA4900792,18.385106212,2014,WAYSIDE GARDENS MOBILE HOME PARK
CA4900871,108.42463557805,2014,DE ANZA MOON VALLEY WATER COMPANY
CA4900907,0.111093818,2014,SUMMERFIELD WALDORF SCHOOL
CA4901008,1.21377975279,2014,HESSEL CHURCH
CA4901028,5.22589309429,2014,GLORIA FERRER CAVES
CA4901332,17.5814866766,2014,WINE COUNTRY IND PARK - BLDG C
CA4901247,10.585829166,2014,CARNEROS WAREHOUSING
CA4901061,11.25668852,2014,SONOMA WAREHOUSING
CA4901294,5.46957216696,2014,WINE COUNTRY IND PARK-BLDGS A&B
CA4901413,0.49716018,2014,EIGHTH STREET EAST PARTNERS
CA4901165,0.0560072425,2014,JEHOVAH S WITNESSES HALL
CA4900853,1.40470460636,2014,PACK JACK BAR-B-QUE/WITHERS WATER
CA4901236,10.217562366000001,2014,"VINO FARMS, INC. - PRESTON RANCH"
CA4900512,42.46224228928,2014,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM
CA4900693,0,2014,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL
CA4901254,12.669013180230001,2014,KJ CARNEROS  HILLS WINERY
CA4901387,0.003989557,2014,SONOMA CUTRER
CA4901393,5.791274698990001,2014,BOISSET - BUENA VISTA WINERY
CA4901120,2.4920706422700003,2014,RAM'S GATE WINERY
CA4900925,89.61772578,2014,SEBASTIANI VINEYARDS
CA4901262,11.123805583000001,2014,FRANCISCAN VINEYARDS DBA QUARRY WINERY
CA4901018,7.717030794,2014,GUNDLACH BUNDSCHU WINERY
CA4901390,14.13756604304,2014,CHALK HILL WINERY
CA4901310,3.4064679,2014,JACUZZI WINERY
CA4901278,49.2556845,2014,CLINE CELLARS
CA4901324,0.3236758283,2014,FRITSCH INDUSTRIAL PARK
CA4910003,0,2014,PENNGROVE WATER COMPANY (PUC)
CA4910022,57.27976119,2014,CANON MANOR WATER SYSTEM
CA4900812,0.11048004,2014,FRIEDMAN BROTHERS HARDWARE
CA4900545,29.04405168225,2014,"BRANGER MUTUAL WATER COMPANY, INC."
CA4901361,0.11335558993,2014,ANABA WINERY
CA4900791,10.45003385239,2014,WESTERN MOBILE HOME PARK
CA4901250,9.41750888078,2014,SONOMA WEST HOLDINGS INDUSTRIAL PARK
CA4901269,0.06343702519,2014,UNITED RENTALS
CA4900669,8.67580113224,2014,WENDELL LANE MUTUAL WATER COMPANY
CA4901156,1.34545047824,2014,WILLOWSIDE SCHOOL
CA4900694,3.71168742384,2014,WRIGHT ELEMENTARY SCHOOL
CA4900787,12.8683467924,2014,PLAZA MOBILE HOME PARK
CA4901170,0.23880874424,2014,MICHAEL ELLIS SCHOOL FOR DOG TRAINERS
CA4901286,1.0203721672100001,2014,KELLER ESTATE WINERY
CA4900796,38.1877020261,2014,SANTA ROSA MOBILE ESTATES
CA4901151,1.81222864724,2014,SCHUG CELLARS
CA4901175,0.09598874142000001,2014,OAK GROVE SCHOOL DISTRICT OFFICE
CA4900699,1.19682413554,2014,OLIVET ELEMENTARY SCHOOL
CA4901244,6.73436300933,2014,HUMANE SOCIETY OF SONOMA COUNTY
CA4900695,1.81064816889,2014,NORTHWEST PREP
CA4900708,3.3176849123000003,2014,GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN
CA4901340,0.24374658825,2014,FOG CREST WINERY
CA4900553,10.844558075230001,2014,PARK ROYAL MUTUAL WATER COMPANY
CA4900832,32.04119103405,2014,LEISURE MOBILE HOME PARK
CA4900798,21.72111853538,2014,"MOUNTAIN VIEW MOBILE ESTATES, LLC"
CA4901365,14.707544844960001,2014,MICHAEL LUCAS WATER SYSTEM
CA4900813,0.08612839785,2014,MIDGLEY'S COUNTRY FLEA MARKET
CA4900643,9.03302606602,2014,MOUNT WESKE ESTATES MUTUAL WATER COMPANY
CA4900688,16.36221054182,2014,JOURNEY'S END MOBILE HOME PARK
CA4900799,27.57919069411,2014,EL PORTAL MOBILE ESTATES
CA4900788,7.857825329420001,2014,EL CRYSTAL MOBILE HOME PARK
CA4901218,5.63158193895,2014,GROSKOPF WAREHOUSE & LOGISTICS
CA4900904,11.817067834000001,2014,J VINEYARDS & WINERY
CA4900817,0.8968401380400001,2014,CASA DEL MAR
CA4901311,3.2827548063200003,2014,MARK WEST NEIGHBORHOOD CHURCH
CA4900560,11.1931931859,2014,KELLY MUTUAL WATER COMPANY
CA4901383,0.7550083178,2014,LASSETER FAMILY WINERY
CA4901312,6.828280250000001,2014,BALLETTO VINEYARDS
CA4900986,1.32119090279,2014,BARTHOLOMEW FOUNDATION
CA4901195,0.53717236782,2014,MOORLAND AVENUE APARTMENTS
CA4900546,8.86595478,2014,HAWKINS WATER CO-CAL WATER SERVICE (PUC)
CA4900934,0.613778,2014,SONOMA WINE SHOP
CA4901398,4.4603247260000005,2014,HOOK & LADDER VINEYARDS AND WINERY
CA4901079,0.8468295066,2014,PETALUMA LIVESTOCK AUCTION YARD
CA4901139,0.073039582,2014,WILLOWBROOK ALE HOUSE
CA4901094,0.3565436402,2014,LOMBARDI'S DELI & BBQ
CA4900998,1.49420878321,2014,BOISSET - DE LOACH WINERY
CA4901375,0.920667,2014,BROADWAY MARKET
CA4901191,0,2014,PARADISE RIDGE WINERY
CA4900561,107.44490779,2014,WILLOWSIDE MUTUAL WATER COMPANY
CA4901193,0.100045814,2014,SCHELLVILLE GRILL
CA4901093,0.317630115,2014,MARTINELLI RANCH
CA4901388,1.38042968646,2014,"HEIRS OF MY DREAM WINERY, INC."
CA4901204,4.77767250312,2014,BENZIGER FAMILY WINERY
CA4901129,9.49720795408,2014,VIANSA WINERY
CA4901083,1.0743263223000001,2014,VINEBURG DELI & GROCERY
CA4901408,0.57641733314,2014,WESTSIDE STORAGE WATER SYSTEM
CA4901144,17.91853058974,2014,COHN WINERY
CA4900945,6.0344842314900005,2014,PRESENTATION SCHOOL
CA4900794,7.39082313145,2014,SUNSET PARK COMMUNITY
CA4901297,2.95187936208,2014,PORT SONOMA MARINA
CA4901274,0.41001904845000003,2014,NICHOLSON RANCH WINERY
CA4900878,4.53439238615,2014,SANTA ROSA GOLF & COUNTRY CLUB
CA4901366,11.01261356052,2014,LAURA CHENEL'S CHEVRE INC.
CA4900588,0,2014,LAWNDALE MUTUAL WATER COMPANY
CA4900737,13.33908689839,2014,KOA - PETALUMA
CA4901225,0.41564432382,2014,THE RENTAL PLACE
CA4901298,0.4475976065,2014,LYNMAR WINERY
CA4901273,0.07357663775,2014,"S & W WAREHOUSING, LLC"
CA4901027,0.75862040133,2014,CINNABAR THEATER
CA4900667,44.43537283922,2014,COLLEGE PARK MUTUAL WATER COMPANY
CA4901346,3.92784775988,2014,DELORES LANE WATER SYSTEM
CA4901345,2.15685885646,2014,BUCKLEY FAMILY PARTNERSHIP
CA4901214,0.81935680332,2014,ADOBE CHRISTIAN CHURCH
CA4900973,42.272363927200004,2014,GEORGE RANCH MUTUAL WATER COMPANY
CA4901096,7.379146005,2014,WESTERBEKE RANCH
CA4901069,0.5934005704,2014,SONOMA VALLEY MOOSE LODGE #2048
CA4900924,0.160196058,2014,FREMONT DINER
CA4910014,1457.7227500000001,2015,"ROHNERT PARK, CITY OF"
CA2110003,0,2015,NORTH MARIN WATER DISTRICT
CA4910009,1196.8671,2015,"SANTA ROSA, CITY OF"
CA4910006,351.35414721,2015,"PETALUMA, CITY OF"
CA4910023,501.69599942,2015,CALIFORNIA-AMERICAN LARKFIELD (PUC)
CA4910012,174.07,2015,"SONOMA, CITY OF"
CA4910016,284.641388834,2015,"COTATI, CITY OF"
CA4910011,907.163884,2015,"SEBASTOPOL, CITY OF"
CA4910013,534,2015,VALLEY OF THE MOON WATER DISTRICT
CA4910027,184.65848707900003,2015,SONOMA STATE UNIVERSITY
CA4900901,33.88975533889,2015,SOBRE VISTA WATER COMPANY
CA4900812,0.112935152,2015,FRIEDMAN BROTHERS HARDWARE
CA4900723,24.7966312,2015,SHAMROCK MOBILE HOME PARK
CA4900548,46.524372400000004,2015,HOLLAND HEIGHTS MUTUAL WATER COMPANY
CA4900743,1.191343098,2015,LA CANTERA RACQUET CLUB
CA4900792,12.0446260275,2015,WAYSIDE GARDENS MOBILE HOME PARK
CA4900728,4.37623714,2015,EVERGREEN MOBILE ESTATES
CA4900797,8.2176281308,2015,NORTH STAR MOBILE HOME PARK
CA4900795,24.47410620545,2015,STONEGATE MOBILE HOME PARK
CA4901232,12.458465844000001,2015,LA CREMA WINERY
CA4900871,89.420396153,2015,DE ANZA MOON VALLEY WATER COMPANY
CA4900907,0.8899781,2015,SUMMERFIELD WALDORF SCHOOL
CA4901008,1.18874988595,2015,HESSEL CHURCH
CA4901028,4.67766658469,2015,GLORIA FERRER CAVES
CA4901413,0.4991549585,2015,EIGHTH STREET EAST PARTNERS
CA4901061,33.522805092700004,2015,SONOMA WAREHOUSING
CA4901247,8.1841772298,2015,CARNEROS WAREHOUSING
CA4901294,4.1058372421,2015,WINE COUNTRY IND PARK-BLDGS A&B
CA4901332,218.07043465823,2015,WINE COUNTRY IND PARK - BLDG C
CA4901165,0.05467227535,2015,JEHOVAH S WITNESSES HALL
CA4901236,9.961923829,2015,"VINO FARMS, INC. - PRESTON RANCH"
CA4900512,43.323827019,2015,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM
CA4900693,5.72595951312,2015,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL
CA4900853,0.946138787,2015,PACK JACK BAR-B-QUE/WITHERS WATER
CA4901393,5.32282091605,2015,BOISSET - BUENA VISTA WINERY
CA4901262,9.227845341,2015,FRANCISCAN VINEYARDS DBA QUARRY WINERY
CA4901387,0,2015,SONOMA CUTRER
CA4901390,11.242823274980001,2015,CHALK HILL WINERY
CA4900925,81.38182240925,2015,SEBASTIANI VINEYARDS
CA4901018,7.891616877210001,2015,GUNDLACH BUNDSCHU WINERY
CA4901120,0.16386031266,2015,RAM'S GATE WINERY
CA4901254,12.22414995472,2015,KJ CARNEROS  HILLS WINERY
CA4901278,49.89674800099,2015,CLINE CELLARS
CA4901310,115.06496166000001,2015,JACUZZI WINERY
CA4901324,0.37471760678,2015,FRITSCH INDUSTRIAL PARK
CA4910003,0,2015,PENNGROVE WATER COMPANY (PUC)
CA4910022,51.86422848,2015,CANON MANOR WATER SYSTEM
CA4900813,0.05825060109,2015,MIDGLEY'S COUNTRY FLEA MARKET
CA4901175,0.10061048976,2015,OAK GROVE SCHOOL DISTRICT OFFICE
CA4901170,0.15183026386,2015,MICHAEL ELLIS SCHOOL FOR DOG TRAINERS
CA4901394,0.37128658776,2015,NEVES FAMILY TRUST WATER SYSTEM
CA4901365,13.63909544701,2015,MICHAEL LUCAS WATER SYSTEM
CA4900695,1.43080244692,2015,NORTHWEST PREP
CA4900817,0.75731919197,2015,CASA DEL MAR
CA4901340,0.20993355823,2015,FOG CREST WINERY
CA4900904,13.09081983517,2015,J VINEYARDS & WINERY
CA4901244,5.83496341703,2015,HUMANE SOCIETY OF SONOMA COUNTY
CA4901218,4.370338733420001,2015,GROSKOPF WAREHOUSE & LOGISTICS
CA4900787,12.237158979430001,2015,PLAZA MOBILE HOME PARK
CA4900791,11.19989257277,2015,WESTERN MOBILE HOME PARK
CA4900708,3.201159159,2015,GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN
CA4900553,9.2034783544,2015,PARK ROYAL MUTUAL WATER COMPANY
CA4900669,6.3768311865500005,2015,WENDELL LANE MUTUAL WATER COMPANY
CA4900799,28.5944132639,2015,EL PORTAL MOBILE ESTATES
CA4900973,37.36297773417,2015,GEORGE RANCH MUTUAL WATER COMPANY
CA4900796,34.50398446572,2015,SANTA ROSA MOBILE ESTATES
CA4900688,15.859026130750001,2015,JOURNEY'S END MOBILE HOME PARK
CA4900545,27.38933995204,2015,"BRANGER MUTUAL WATER COMPANY, INC."
CA4900832,31.5189426783,2015,LEISURE MOBILE HOME PARK
CA4900798,21.56279756917,2015,"MOUNTAIN VIEW MOBILE ESTATES, LLC"
CA4900643,7.72396955429,2015,MOUNT WESKE ESTATES MUTUAL WATER COMPANY
CA4900788,9.012998489880001,2015,EL CRYSTAL MOBILE HOME PARK
CA4901361,0.12404453380000001,2015,ANABA WINERY
CA4901250,10.41397746378,2015,SONOMA WEST HOLDINGS INDUSTRIAL PARK
CA4901156,1.19831254719,2015,WILLOWSIDE SCHOOL
CA4900878,3.5558614652,2015,SANTA ROSA GOLF & COUNTRY CLUB
CA4900694,3.55860198397,2015,WRIGHT ELEMENTARY SCHOOL
CA4900675,4.97001825276,2015,ROSELAND MOBILE HOME PARK
CA4901151,2.10344482601,2015,SCHUG CELLARS
CA4901370,55.41722998416,2015,SUTTER SANTA ROSA REGIONAL HOSPITAL
CA4901269,0.0560072425,2015,UNITED RENTALS
CA4900699,1.07036438531,2015,OLIVET ELEMENTARY SCHOOL
CA4901311,1.32379332151,2015,MARK WEST NEIGHBORHOOD CHURCH
CA4900560,10.04570759489,2015,KELLY MUTUAL WATER COMPANY
CA4901383,0.58187075067,2015,LASSETER FAMILY WINERY
CA4901312,7.55560718,2015,BALLETTO VINEYARDS
CA4901336,1.2028943999600001,2015,MERRIAM WINERY
CA4900986,1.173236647,2015,BARTHOLOMEW FOUNDATION
CA4900934,0.56467576,2015,SONOMA WINE SHOP
CA4900546,8.45479195,2015,HAWKINS WATER CO-CAL WATER SERVICE (PUC)
CA4900721,49.642364640000004,2015,COLONIAL PARK
CA4901439,0.03375779,2015,CENTRO CHRISTIANO EVANGELISTICO CHURCH
CA4901398,4.19517263,2015,HOOK & LADDER VINEYARDS AND WINERY
CA4901079,0.716892704,2015,PETALUMA LIVESTOCK AUCTION YARD
CA4901139,0.0319778338,2015,WILLOWBROOK ALE HOUSE
CA4900998,1.52073319948,2015,BOISSET - DE LOACH WINERY
CA4901191,1.71550951,2015,PARADISE RIDGE WINERY
CA4900561,107.64457591118,2015,WILLOWSIDE MUTUAL WATER COMPANY
CA4901193,0,2015,SCHELLVILLE GRILL
CA4901258,39.899252668,2015,SONOMA LODGE
CA4901144,53.724479362400004,2015,COHN WINERY
CA4900667,41.710339688160005,2015,COLLEGE PARK MUTUAL WATER COMPANY
CA4901214,0.69206231501,2015,ADOBE CHRISTIAN CHURCH
CA4901204,5.21511208372,2015,BENZIGER FAMILY WINERY
CA4901345,1.99825862126,2015,BUCKLEY FAMILY PARTNERSHIP
CA4901297,10.152572482470001,2015,PORT SONOMA MARINA
CA4901093,0.32008522700000003,2015,MARTINELLI RANCH
CA4901094,2.1387708188,2015,LOMBARDI'S DELI & BBQ
CA4901273,7.9347378506,2015,"S & W WAREHOUSING, LLC"
CA4901225,0.36221188003,2015,THE RENTAL PLACE
CA4901274,11.32011020074,2015,NICHOLSON RANCH WINERY
CA4900794,7.35063294801,2015,SUNSET PARK COMMUNITY
CA4901083,1.08522701958,2015,VINEBURG DELI & GROCERY
CA4900033,0.79452641433,2015,WASHOE HOUSE
CA4901375,0.6791146681,2015,BROADWAY MARKET
CA4901366,9.77199329579,2015,LAURA CHENEL'S CHEVRE INC.
CA4901408,0.76094048217,2015,WESTSIDE STORAGE WATER SYSTEM
CA4900737,18.19998769831,2015,KOA - PETALUMA
CA4901129,44.26128698508,2015,VIANSA WINERY
CA4901298,5.39285605474,2015,LYNMAR WINERY
